respuesta,emocion,pregunta
"Lo que ocurrio es que una amiga se enojo conmigo por culpa de otra persona, y yo pensando en que le hice, cuando no le habia hecho nada, ya luego de un tiempo de estar asi, explote, y ya empece a discutir con ella, al final terminamos peleadas y nunca mas volvimos a hablar, me senti lastimada porque ella le creyo a alguien antes que a mi. porque esa chica le estaba diciendo que yo decia cosas malas de ella.",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Fue cuando era pequeño,mi papá me prometió que me llevaría a un lugar donde quería ir, lcosa es que no cumplió con lo que dijo y me sentí algo enojado",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Mi anterior coach en toda mi estancia en ese equipo, mi reacción inicial fue esforzarme más después saliéndome al no ver cambios",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Si en que se aprovechen de algo que te pidan siempre favores y no te lo agradezcan o que abusan,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Me sentí triste pero si es algo injusto trato de dar mis argumentos para que al menos conozcan mi inconformidad.,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Pues hasta ahorita no siento que alguien haya sido injusto conmigo ya que me gusta poner limites a las personas, nunca dejo que otra persona me afecte tanto fisica como mental. Siento que las cosas que eh pasado, pues si merecia que me pasaran, por no tomar alguna accion correcta.",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Solo me aleje de esa persona porque sabia el daño que me hacia y no decidió cambiar sus acciones, me sentí traicionado",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"No le tomo mucha importancia a esas cosas, simplemente saco a esas personas de mi círculo social.",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Pensar el porqué,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
impotencia,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Reaccione decepcionado, hay veces en que la gente abusa de la inocencia de las personas",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"De pequeño cuando me dieron el cuarto más pequeño de mi casa ,e intentaba tener un escritorio ,yo realmente lo necesitaba. Reaccioné entre frustrado y estresado buscar la manera de tener el mío",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Fue un momento en el que me di cuenta que la vida no estaba siendo “justa” conmigo , al final es cuestión de percepción, me sentí frustrada al principio , pero después de un rato pude sentirme más tranquila",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
En un trabajo en equipo,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Una falacia en contra mía, me mantuve al margen y acudí a las autoridades académicas.",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
llore de coraje y explote,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Sucedió en un trabajo que tuve con mi ex jefe. Reaccioné relativamente mal, usando la inteligencia emocional y comportándome como toda una profesionista pero siempre argumentando lo injusto que fue esa persona conmigo, dejándole claro lo bien que hice.",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"No vale la pena el enojo, la molestia y la pérdida de tiempo que es lidiar con situaciones de injusticia, simplemente hago presente mi postura y me retiro de la situación.",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
No puedo recordar,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"me hizo sentir insuficiente, incapaz, menos, no importante, me distancie de esa persona y no le hable jamás",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"En un proyecto grupal, hice la mayor parte del trabajo, pero otra persona se llevó el crédito. Me molestó, pero en lugar de discutir, hablé con el profesor y mostré pruebas de mi trabajo.",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Cuando siento que alguien me trata injustamente, no suelo hablarlo directamente con la persona, simplemente lo debato conmigo misma, para reflexionar si realmente es un trato injusto o no, en caso de que lo siga considerando injusto me siento irritable.",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Al inicio me molesté, pero entendí que es comportamiento ajeno a mi, por lo que no debo reaccionar de mala forma, ni castigarme cuando no soy el causante",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"En general, cuando se me inculpa sobre algo que no hice, y no hago nada mas que defenderme dialogando y justificandome",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Cuando alguien que quería estaba dando más a otra persona que lo que yo hacia por ella, tuve que apartarme y seguir solo.",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Me pasó algo raro no es algo de lo que me guste hablarme puse en riesgo y bueno no queria hacerlo la persona no supi entender que era no de parte mio, fue un momento perturbador, me fui al baño a llorar,  simplemente no estaba bien, lo oculte por miedo,me dejó secuelas y miedo a repetir esa situación, la verdad fue un momento triste, tormentoso me eché la culpa a mi por ir a la casa del chico, ocurrió que me aleje de la persona, no hice nada ,reaccione apenas ya lo hablé con esa persona y bueno ya no me siento con tanto miedo.",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"De pequeño me repartía los deberes de la casa ligeros junto con mi hermana. En una ocasión mi hermana me propuso qué la ayudara con sus deberes a cambio de que la próxima vez ella me ayudaría a mí.  Yo acepté y le ayudé pero a la próxima ocasión le recordé a mi hermana sobre el trato que hicimos así que le pedí ayuda y ella me la negó. Sentí enojo ya qué no cumplió con su palabra, además de injusticia porque al final yo me esforcé más.",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Cuando una maestra me quería reprobar por tres faltas por las cuales tenía justificante habiendo entregado todo la verdad me enoje mucho y como todavía estaba en la prepa me comunique con mi mamá y cuando se le informo que se hablaría con la directora sobre el asunto dijo que me iba a poner mi 9,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Alguien me culpó por algo en lo que no tenía responsabilidad. Expresé cómo me sentía para dejar claro mi inconformidad.,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Ocurrió que aquella persona que consideraba importante, hacía cosas con cierta persona que conocía en poco tiempo y conmigo siempre posponía o evitaba. En su momento intenté entenderla, después de no ver una mejoría, decidí alejarme.",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Tratando de dialogar o ignorar,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"No recuerdo algo cercano, pero si me disgusto y simplemente me retire",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Me sentí triste y decepcionada,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Una calificación que no merecía, reaccione mal. Por impulso me cerré a otras opciones",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Fui lo mas tranquilo posible y tratar de dialogar bien las cosas para poder resolverlas,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"El señor con el que trabajaba me trataba diferente a las otras chicas que trabajaban, me trataba mal por lo que me sentía muy molesta y triste a la vez
Pensaba que era mi culpa",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Frustrado,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Decidi hablar con esa persona para aclarar las cosas,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Decepción y fue una amistad que no le dio importancia al tiempo que llevamos de amigos (8 años),Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Cuando hice un corte de cabello y la persona no le pareció y me dijo que estaba mal mi reacción fue disculparme,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Me reprobaron por no caerle bien a un maestro. Me decepcione,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Primero me entristece y después me molesta, siempre me es necesario expresar mis emociones para poder seguir con mi vida. Entonces me quejo y me quejo, y busco alguien que pueda posicionarse de mi lado para hablar de porque está mal la otra persona",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Cuando me cambiaron por alguien de la nada en mi trabajo,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Muchas veces he pasado por situaciones así, la toma de decisiones en las que muchas veces no nos favorece es complicado el poder reaccionar de forma moral y de forma correcta muchas veces el impulso de no ser correspondido, implica daño hacia aquella persona",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Gente quedándose un lugar que no les pertenecía. Decidí darle la espalda a ellos y al lugar donde quería estar.,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Pues sentí una profunda, frustración, la impotencia al ser culpado por algo que no hice mi reacción inicial, fue de  sorpresa e incredulidad",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Hablaron mal de mí y mi forma de reaccionar fué enfrentar a las personas para que supieran su falta de congruencia,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Cuando participe en un concurso estatal de escritores, en la categoría de leyenda, por puntaje merecía el primer lugar, pero obtuve el segundo lugar ya que le dieron preferencia al participante de la escuela donde se llevó a cabo el concurso",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
Lo pase de lado y lo tome con madures y no dejarme llevar el que dice esa persona,Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Cuando recibí una calificación baja, reaccioné con tranquilidad y pedí una calificación más justa",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"Me sentí despreciado, por temas familiares",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
"En el trabajo cuando se tienen injusticias a la hora de los pagos o del ambiente laboral, hay veces que debes soportar aquellas situaciones, simplemente tener fijo el valor en mi persona y en el momento dejé el trabajo",Ira,7. Piensa en un momento en el que sentiste que alguien fue injusto contigo. ¿Qué ocurrió y cómo reaccionaste? 
