respuesta,emocion,pregunta,tokens,lemmas,texto_final
"Fue cuando estaba haciendo un trabajo de programación 1 en la casa de una amiga. No sabía mucho del tema y ellas habían adelantado casi todo el trabajo, trataba de aportar algo pero parecía que mi opinión no servía de nada. Me sentí devastada porque me sentía una inútil y que sobraba en ese equipo, también me sentí frustrada e ignorada.",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['cuando', 'haciendo', 'trabajo', 'programación', 'casa', 'amiga', 'sabía', 'mucho', 'tema', 'adelantado', 'casi', 'trabajo', 'trataba', 'aportar', 'parecía', 'opinión', 'servía', 'nada', 'sentí', 'devastada', 'porque', 'sentía', 'inútil', 'sobraba', 'equipo', 'sentí', 'frustrada', 'ignorada']","['cuando', 'hacer', 'trabajo', 'programación', 'casa', 'amigo', 'saber', 'mucho', 'tema', 'adelantado', 'casi', 'trabajo', 'tratar', 'aportar', 'parecer', 'opinión', 'servir', 'nada', 'sentir', 'devastado', 'porque', 'sentir', 'inútil', 'sobrar', 'equipo', 'sentir', 'frustrado', 'ignorado']",cuando hacer trabajo programación casa amigo saber mucho tema adelantado casi trabajo tratar aportar parecer opinión servir nada sentir devastado porque sentir inútil sobrar equipo sentir frustrado ignorado
"Me siento frustrada cuando no me toman en cuenta en mi equipo, así que para lograr llamar su atención trato de sentarme a su lado y ponerles más atención",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['siento', 'frustrada', 'cuando', 'toman', 'cuenta', 'equipo', 'así', 'lograr', 'llamar', 'atención', 'trato', 'sentarme', 'lado', 'ponerles', 'atención']","['sentir', 'frustrado', 'cuando', 'tomar', 'contar', 'equipo', 'así', 'lograr', 'llamar', 'atención', 'trato', 'sentar yo', 'lado', 'ponerl', 'atención']",sentir frustrado cuando tomar contar equipo así lograr llamar atención trato sentar yo lado ponerl atención
Cuando trabajo en general que le recomiendo cosas a mi jefa ideas de redes promociones y formas de acercarse al cliente. Reaccione decaído cansado y desesperanza,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['cuando', 'trabajo', 'general', 'recomiendo', 'cosas', 'jefa', 'ideas', 'redes', 'promociones', 'formas', 'acercarse', 'cliente', 'reaccione', 'decaído', 'cansado', 'desesperanza']","['cuando', 'trabajo', 'general', 'recomeir', 'cosa', 'jefa', 'idea', 'red', 'promoción', 'forma', 'acercar él', 'cliente', 'reaccionar', 'decaído', 'cansado', 'desesperanzo']",cuando trabajo general recomeir cosa jefa idea red promoción forma acercar él cliente reaccionar decaído cansado desesperanzo
"Me sobresalté, lloré y recuerdo que hablé sobre ello, de igual forma no hubo muchos cambios para remediar la situación, al final tuve simplemente que aceptar la situación.",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['sobresalté', 'lloré', 'recuerdo', 'hablé', 'ello', 'igual', 'forma', 'cambios', 'remediar', 'situación', 'final', 'simplemente', 'aceptar', 'situación']","['sobresalté', 'lloré', 'recuerdo', 'hablé', 'él', 'igual', 'formar', 'cambio', 'remediar', 'situación', 'final', 'simplemente', 'aceptar', 'situación']",sobresalté lloré recuerdo hablé él igual formar cambio remediar situación final simplemente aceptar situación
"En la situación a mi jefa parecía no importarle que mi compañero no trabajara, se la pasaba platicando con el y no le daba trabajo que hacer, parecían llevarse bien, a mi me daba mucho trabajo que en ocasiones no me correspondía y eso me hacía sentirme cansado, yo sentía que por más que trabajara e intentará hacer las cosa bien, no se me tomaba en cuenta y no se reconocía el trabajo que hacía. Aún así intenté esforzarme y hacer que se diera cuenta de que estaba siendo injusta con la distribución del trabajo.",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['situación', 'jefa', 'parecía', 'importarle', 'compañero', 'trabajara', 'pasaba', 'platicando', 'daba', 'trabajo', 'hacer', 'parecían', 'llevarse', 'bien', 'daba', 'mucho', 'trabajo', 'ocasiones', 'correspondía', 'hacía', 'sentirme', 'cansado', 'sentía', 'trabajara', 'intentará', 'hacer', 'cosa', 'bien', 'tomaba', 'cuenta', 'reconocía', 'trabajo', 'hacía', 'aún', 'así', 'intenté', 'esforzarme', 'hacer', 'diera', 'cuenta', 'siendo', 'injusta', 'distribución', 'trabajo']","['situación', 'jefo', 'parecer', 'importar él', 'compañero', 'trabajar', 'pasar', 'platicar', 'dar', 'trabajo', 'hacer', 'parecer', 'llevar él', 'bien', 'dar', 'mucho', 'trabajo', 'ocasión', 'corresponder', 'hacer', 'sentir yo', 'cansado', 'sentir', 'trabajar', 'intentar', 'hacer', 'cosa', 'bien', 'tomar', 'cuenta', 'reconocer', 'trabajo', 'hacer', 'aún', 'así', 'intentar', 'esforzarme', 'hacer', 'dar', 'cuenta', 'ser', 'injusta', 'distribución', 'trabajo']",situación jefo parecer importar él compañero trabajar pasar platicar dar trabajo hacer parecer llevar él bien dar mucho trabajo ocasión corresponder hacer sentir yo cansado sentir trabajar intentar hacer cosa bien tomar cuenta reconocer trabajo hacer aún así intentar esforzarme hacer dar cuenta ser injusta distribución trabajo
"Situación rara, me sentí mal no se que hice para manejar lo solo pues seguí y ya",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['situación', 'rara', 'sentí', 'mal', 'hice', 'manejar', 'solo', 'pues', 'seguí']","['situación', 'raro', 'sentir', 'mal', 'hacer', 'manejar', 'solo', 'pues', 'seguí']",situación raro sentir mal hacer manejar solo pues seguí
En los trabajos en equipo algunas veces,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['trabajos', 'equipo', 'veces']","['trabajo', 'equipo', 'veces']",trabajo equipo veces
"Enojo, siento que me hacen de menos",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['enojo', 'siento', 'hacen', 'menos']","['enojo', 'siento', 'hacer', 'menos']",enojo siento hacer menos
"Durante un proyecto escolar, hice varias propuestas que ignoraron por completo. Me sentí frustrado, como si no importara. Al principio me encerré en el enojo, pero después lo hablé con el equipo",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['proyecto', 'escolar', 'hice', 'varias', 'propuestas', 'ignoraron', 'completo', 'sentí', 'frustrado', 'importara', 'principio', 'encerré', 'enojo', 'después', 'hablé', 'equipo']","['proyecto', 'escolar', 'hacer', 'varios', 'propuesta', 'ignorar', 'completo', 'sentir', 'frustrado', 'importar', 'principio', 'encerré', 'enojo', 'después', 'hablé', 'equipo']",proyecto escolar hacer varios propuesta ignorar completo sentir frustrado importar principio encerré enojo después hablé equipo
Intente no darle importancia,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['intente', 'darle', 'importancia']","['intente', 'dar él', 'importancia']",intente dar él importancia
"En el trabajo dí una idea acerca de los roles por actividad por compañeros, dijeron que lo iban a checar pero nunca lo comentaron de nuevo. Y después de eso ya nunca comenté de nuevo el tema",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['trabajo', 'idea', 'acerca', 'roles', 'actividad', 'compañeros', 'dijeron', 'iban', 'checar', 'nunca', 'comentaron', 'nuevo', 'después', 'nunca', 'comenté', 'nuevo', 'tema']","['trabajar', 'idea', 'acerca', 'rol', 'actividad', 'compañero', 'decir', 'ir', 'checar', 'nunca', 'comentar', 'nuevo', 'después', 'nunca', 'comentar', 'nuevo', 'tema']",trabajar idea acerca rol actividad compañero decir ir checar nunca comentar nuevo después nunca comentar nuevo tema
"Sentirme excluida ha sido algo con lo que he estado famirializada durante mucho tiempo, pero siempre procuro ser escuchada sin importar que pase.",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['sentirme', 'excluida', 'sido', 'famirializada', 'mucho', 'tiempo', 'siempre', 'procuro', 'ser', 'escuchada', 'sin', 'importar', 'pase']","['sentir yo', 'excluida', 'ser', 'famirializar', 'mucho', 'tiempo', 'siempre', 'procuro', 'ser', 'escuchar', 'sin', 'importar', 'pase']",sentir yo excluida ser famirializar mucho tiempo siempre procuro ser escuchar sin importar pase
un poco triste,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['poco', 'triste']","['poco', 'triste']",poco triste
Me sentí rechazado y con ganas de irme de ahí pero tengo que aceptar que a veces mi opinión no es la correcta,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['sentí', 'rechazado', 'ganas', 'irme', 'ahí', 'aceptar', 'veces', 'opinión', 'correcta']","['sentir', 'rechazado', 'gana', 'irmir', 'ahí', 'aceptar', 'vez', 'opinión', 'correcto']",sentir rechazado gana irmir ahí aceptar vez opinión correcto
no me ha pasado algo asi,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['pasado', 'asi']","['pasado', 'asi']",pasado asi
Siempre he sido una persona a la cual toman en cuenta cada cosa que digo o propongo entonces pues no he pasado por situación así,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['siempre', 'sido', 'persona', 'toman', 'cuenta', 'cada', 'cosa', 'digo', 'propongo', 'entonces', 'pues', 'pasado', 'situación', 'así']","['siempre', 'ser', 'persona', 'tomar', 'contar', 'cada', 'cosa', 'decir', 'propongo', 'entonces', 'pues', 'pasar', 'situación', 'así']",siempre ser persona tomar contar cada cosa decir propongo entonces pues pasar situación así
"En una actividad escolar, tenía una opinión pero no me moleste, porque se que no siempre pueden tomarte en cuenta porque a veces hay mejores ideas",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['actividad', 'escolar', 'opinión', 'moleste', 'porque', 'siempre', 'pueden', 'tomarte', 'cuenta', 'porque', 'veces', 'mejores', 'ideas']","['actividad', 'escolar', 'opinión', 'moleste', 'porque', 'siempre', 'poder', 'tomarte', 'cuenta', 'porque', 'vez', 'mejor', 'idea']",actividad escolar opinión moleste porque siempre poder tomarte cuenta porque vez mejor idea
"Nos pusieron una actividad donde teníamos que hacer una actividad de deportes para los demás compañeros, yo propuse buenas ideas pero de todas maneras me ignoraron y hicieron lo que quisieron al final tuve que aceptarlo y hacerlo sin mas",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['nos', 'pusieron', 'actividad', 'hacer', 'actividad', 'deportes', 'demás', 'compañeros', 'propuse', 'buenas', 'ideas', 'todas', 'maneras', 'ignoraron', 'hicieron', 'quisieron', 'final', 'aceptarlo', 'hacerlo', 'sin', 'mas']","['yo', 'poner', 'actividad', 'hacer', 'actividad', 'deporte', 'demá', 'compañero', 'propuse', 'buena', 'idea', 'todo', 'manera', 'ignorar', 'hacer', 'querer', 'final', 'aceptar él', 'hacer él', 'sin', 'mas']",yo poner actividad hacer actividad deporte demá compañero propuse buena idea todo manera ignorar hacer querer final aceptar él hacer él sin mas
En una ocacion en la que hice equipo con unos compañeros que eran algo listos y al momento de dar mi opinión no la tomaban en cuenta y al final pasando el tiempo creo que se dieron cuenta que si sabia,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['ocacion', 'hice', 'equipo', 'compañeros', 'listos', 'momento', 'dar', 'opinión', 'tomaban', 'cuenta', 'final', 'pasando', 'tiempo', 'creo', 'dieron', 'cuenta', 'sabia']","['ocacion', 'hacer', 'equipo', 'compañero', 'listo', 'momento', 'dar', 'opinión', 'tomar', 'contar', 'final', 'pasar', 'tiempo', 'creer', 'dar', 'cuenta', 'sabio']",ocacion hacer equipo compañero listo momento dar opinión tomar contar final pasar tiempo creer dar cuenta sabio
"Me sentí triste, menos capaz que ellos, infravalorada, y resentida",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['sentí', 'triste', 'menos', 'capaz', 'infravalorada', 'resentida']","['sentir', 'triste', 'menos', 'capaz', 'infravalorado', 'resentido']",sentir triste menos capaz infravalorado resentido
Me puse triste y me dio ansiedad,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['puse', 'triste', 'dio', 'ansiedad']","['poner', 'triste', 'dar', 'ansiedad']",poner triste dar ansiedad
Pues trabaje en mi para mejorar y dar mi molestia al no ser escuchado.,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['pues', 'trabaje', 'mejorar', 'dar', 'molestia', 'ser', 'escuchado']","['pues', 'trabaje', 'mejorar', 'dar', 'molestia', 'ser', 'escuchar']",pues trabaje mejorar dar molestia ser escuchar
"La experiencia fue desagradable porque había llegado a un lugar donde no conocía a nadie, estaba completamente solo y sobre todo me desanimaba mucho el no encontrar buena comida, sabía que era por temas de trabajo pero me sentía raro, incómodo, triste y con mucha incertidumbre, muchas veces si me pregunté que hacía en ese lugar. Me sentía extraño porque quería dejar todo y regresar a la vida que tenía pero también era una prueba de que debía ser fuerte y crecer profesionalmente.",Miedo,9. Recuerda una ocasión en la que tuviste que enfrentarte a algo incierto o desconocido. ¿Cómo fue la experiencia y qué sentiste en ese momento? ,"['experiencia', 'desagradable', 'porque', 'llegado', 'lugar', 'conocía', 'nadie', 'completamente', 'solo', 'desanimaba', 'mucho', 'encontrar', 'buena', 'comida', 'sabía', 'temas', 'trabajo', 'sentía', 'raro', 'incómodo', 'triste', 'mucha', 'incertidumbre', 'muchas', 'veces', 'pregunté', 'hacía', 'lugar', 'sentía', 'extraño', 'porque', 'quería', 'dejar', 'regresar', 'vida', 'prueba', 'debía', 'ser', 'fuerte', 'crecer', 'profesionalmente']","['experiencia', 'desagradable', 'porque', 'llegar', 'lugar', 'conocer', 'nadie', 'completamente', 'solo', 'desanimar', 'mucho', 'encontrar', 'buen', 'comida', 'saber', 'tema', 'trabajo', 'sentir', 'raro', 'incómodo', 'triste', 'mucho', 'incertidumbre', 'mucho', 'vez', 'preguntar', 'hacer', 'lugar', 'sentir', 'extraño', 'porque', 'querer', 'dejar', 'regresar', 'vida', 'prueba', 'deber', 'ser', 'fuerte', 'crecer', 'profesionalmente']",experiencia desagradable porque llegar lugar conocer nadie completamente solo desanimar mucho encontrar buen comida saber tema trabajo sentir raro incómodo triste mucho incertidumbre mucho vez preguntar hacer lugar sentir extraño porque querer dejar regresar vida prueba deber ser fuerte crecer profesionalmente
